vehicle_rep1.bam	vehicle_rep2.bam	drug_rep1.bam	drug_rep2.bam
PF3D7_0937500	1	0	0	1
PF3D7_0301100	0	0	0	0
PF3D7_1238400	14	41	10	5
PF3D7_1361400	37	40	27	40
PF3D7_1301300	5	3	1	9
PF3D7_0411900	208	127	127	178
PF3D7_0424400	1	0	24	32
PF3D7_1430900	178	210	194	193
PF3D7_1435300	233	137	337	449
PF3D7_1008300	1	3	2	0
PF3D7_0705000	190	161	297	368
PF3D7_0401000	0	1	0	0
PF3D7_0200800	0	0	0	0
PF3D7_0424200	5	6	36	46
PF3D7_0935500	0	0	0	0
PF3D7_1434800	866	852	409	490
PF3D7_1146800	0	0	0	0
PF3D7_0619500	141	111	101	143
PF3D7_0916000	103	154	167	167
PF3D7_0934600	5	25	9	20
PF3D7_0521800	73	46	46	68
PF3D7_1003200	62	83	55	58
PF3D7_0915400	3230	2713	2130	2693
PF3D7_1363100	89	62	45	64
PF3D7_0601700	0	1	0	0
PF3D7_0206200	116	160	222	212
PF3D7_1426000	1890	2277	880	946
PF3D7_1424300	0	0	0	0
PF3D7_1452300	57	42	17	23
malmito_rna_RNA5	8	11	2	1
PF3D7_1011000	140	177	122	90
PF3D7_1246800	597	903	598	630
PF3D7_1037000	124	81	174	187
PF3D7_1002600	40	20	17	26
PF3D7_1120900	67	58	40	44
PF3D7_1424500	8	16	4	4
PF3D7_0413900	256	215	183	228
PF3D7_0612500	8	17	12	9
PF3D7_0317300	160	117	215	268
PF3D7_1127100	803	1105	603	607
PF3D7_0827800	200	197	185	212
PF3D7_1364000	3	6	9	10
PF3D7_API02000	0	0	0	0
PF3D7_0410600	231	241	232	262
PF3D7_1440100	259	204	224	260
PF3D7_1025000	309	293	752	841
PF3D7_0922400	49	52	18	19
PF3D7_0615700	245	226	153	179
PF3D7_1449400	163	135	234	270
PF3D7_1143400	654	623	645	743
PF3D7_1205500	399	364	513	634
PF3D7_1354000	2	5	6	11
PF3D7_0816100	119	101	146	153
PF3D7_1439100	26	11	12	13
PF3D7_0626200	17	20	3	9
PF3D7_0403400	160	122	143	178
PF3D7_0416100	165	143	299	330
PF3D7_1313700	17	22	23	30
PF3D7_0712200	0	0	0	0
PF3D7_0420700	3	2	1	3
PF3D7_0615900	197	146	180	250
PF3D7_0918800	168	230	415	442
PF3D7_0212500	147	87	104	116
PF3D7_1302800	1860	1587	734	812
PF3D7_1142000	7	5	9	13
PF3D7_1008200	16	23	24	26
PF3D7_1347100	229	252	380	410
PF3D7_0204700	335	387	357	350
PF3D7_1255000	0	0	1	0
PF3D7_0802700	10	10	9	7
PF3D7_0221900	2	1	3	5
PF3D7_1460800	49	48	76	74
PF3D7_1252100	359	405	240	277
PF3D7_0114500	5	2	53	87
PF3D7_1032500	237	277	292	260
PF3D7_0506000	51	49	23	20
PF3D7_1324500	251	217	180	181
PF3D7_1418800	6	11	37	29
PF3D7_0409000	25	13	8	20
PF3D7_0929100	128	158	78	106
PF3D7_1371700	55	49	112	157
PF3D7_0603700	62	93	53	46
PF3D7_1414700	17	11	40	45
PF3D7_1016800	20	16	181	254
PF3D7_1305700	19	24	44	44
PF3D7_1010700	364	471	295	318
PF3D7_1451500	57	104	109	116
PF3D7_1355800	108	156	62	75
PF3D7_1371000	0	0	1	1
PF3D7_1441900	55	56	99	72
PF3D7_0509900	65	50	57	61
PF3D7_1112500	64	63	26	45
PF3D7_1106000	380	348	591	647
PF3D7_1319800	8	28	5	8
PF3D7_1216900	880	1145	1231	1626
PF3D7_1216600	2	4	13	9
PF3D7_0622200	140	123	201	236
PF3D7_0710500	149	132	104	108
PF3D7_0221400	2	2	12	13
PF3D7_0214300	11	28	203	287
PF3D7_0712500	4	4	4	2
PF3D7_0821600	113	125	98	79
PF3D7_0502400	5	1	83	109
PF3D7_1427600	174	124	92	147
PF3D7_1403900	185	173	237	260
PF3D7_1357300	0	1	0	0
PF3D7_0204600	67	70	50	71
PF3D7_0914900	122	160	206	257
PF3D7_1342000	2816	2912	2120	2263
PF3D7_0309500	1788	1927	1325	1265
PF3D7_1031700	189	281	273	268
PF3D7_0833300	2	0	7	8
PF3D7_1459100	48	30	17	28
PF3D7_0732900	0	0	0	0
PF3D7_0110600	204	204	400	481
PF3D7_1003600	145	205	314	302
PF3D7_1302700	181	157	153	213
PF3D7_0711800	0	0	0	0
PF3D7_1412800	568	758	744	731
PF3D7_1421000	48	71	56	63
PF3D7_1322400	1	1	12	19
PF3D7_1442400	81	60	130	216
PF3D7_1117100	289	353	270	254
PF3D7_1216000	151	119	157	203
PF3D7_1207100	347	237	880	1078
PF3D7_0316700	301	433	277	234
PF3D7_1345000	16	25	24	23
PF3D7_0518500	294	272	462	562
PF3D7_1250100	1	1	0	0
PF3D7_0702800	0	0	0	0
PF3D7_0416500	70	62	57	68
PF3D7_0618200	569	587	415	511
PF3D7_1242400	9	16	17	27
PF3D7_1217200	207	185	491	570
PF3D7_0306300	1037	1089	570	684
PF3D7_0217200	31	37	17	17
PF3D7_0800500	1	2	4	6
PF3D7_0812700	236	285	213	198
PF3D7_1451300	269	311	468	496
PF3D7_0810500	128	67	224	245
PF3D7_1227700	155	152	312	352
PF3D7_0702400	103	70	638	694
PF3D7_0624700	118	147	82	89
PF3D7_1444400	29	27	10	13
PF3D7_0826400	119	252	158	167
malmito_rna_RNA6	1	3	0	0
PF3D7_0502900	191	271	168	160
PF3D7_1232400	69	112	84	79
PF3D7_0905000	46	30	27	28
PF3D7_0628400	2	3	5	2
malmito_SSUB	12	14	11	6
PF3D7_1413300	2	2	0	0
PF3D7_0711000	202	199	281	304
PF3D7_1359200	264	224	261	272
PF3D7_1303900	6	18	12	7
PF3D7_0506100	239	213	131	140
PF3D7_1248700	1076	982	1265	1411
PF3D7_0613600	111	107	176	232
PF3D7_1218600	206	206	252	279
PF3D7_0929500	7	23	7	4
PF3D7_1132200	1441	1266	1226	1339
PF3D7_0309900	65	61	53	84
PF3D7_0313700	188	238	234	243
PF3D7_0720400	412	333	494	510
PF3D7_1420100	10	7	5	11
PF3D7_1020300	16	14	16	19
PF3D7_0423700	50	25	157	156
PF3D7_1411600	14	8	24	30
PF3D7_0501500	251	321	148	136
PF3D7_1311800	1798	1149	693	848
PF3D7_0720500	103	125	62	71
PF3D7_1458300	143	148	110	90
PF3D7_0113000	1640	1274	4084	5195
PF3D7_0604100	168	143	169	209
PF3D7_1434400	32	34	21	16
PF3D7_0924500	143	197	73	69
PF3D7_1132900	75	65	63	78
PF3D7_1109300	0	0	0	0
PF3D7_0424100	8	6	22	30
PF3D7_1214800	12	16	12	14
PF3D7_0305400	30	77	64	52
PF3D7_1478400	1	0	0	0
PF3D7_1408600	2931	2685	1469	1564
PF3D7_1310400	161	137	214	246
PF3D7_0528900	6	12	5	2
PF3D7_1352400	142	86	104	109
PF3D7_0213900	56	50	76	93
PF3D7_0712400	7	7	4	11
PF3D7_0110300	4	4	3	8
PF3D7_0813300	1062	566	689	897
PF3D7_0729900	22	33	77	123
PF3D7_0425250	0	0	0	0
PF3D7_1230900	143	137	157	194
PF3D7_1459400	197	198	309	348
PF3D7_0707500	12	11	8	12
PF3D7_1403500	115	181	76	85
PF3D7_1249500	156	165	119	144
PF3D7_0213200	81	91	86	70
PF3D7_1019800	186	239	221	276
PF3D7_0514700	3	1	1	3
PF3D7_1035900	49	34	39	65
PF3D7_1341700	0	1	0	1
PF3D7_1021500	69	46	49	49
PF3D7_0622400	121	118	48	79
PF3D7_0701200	0	0	0	0
PF3D7_1028800	201	275	165	168
PF3D7_0114600	1	0	25	21
PF3D7_1361900	2299	2169	1736	1694
PF3D7_1300600	0	0	0	1
PF3D7_1136500	1900	1672	1226	1333
PF3D7_1141400	318	296	233	307
PF3D7_0322200	8	19	7	12
PF3D7_1357000	3298	2781	1577	1418
PF3D7_0719800	99	118	118	103
PF3D7_1408500	73	60	60	85
PF3D7_API04800	0	0	0	0
PF3D7_0417700	32	33	5	7
PF3D7_0507800	635	509	682	899
PF3D7_1426500	23	111	19	22
PF3D7_1341300	2398	2898	1180	1271
PF3D7_0500600	12	14	21	20
PF3D7_0706700	20	33	10	10
PF3D7_1030900	51	107	27	18
PF3D7_0702700	0	0	0	0
PF3D7_0815300	95	91	74	104
PF3D7_0218400	96	121	187	205
PF3D7_1331500	34	17	55	80
PF3D7_1433200	2	3	4	6
PF3D7_1417500	224	192	289	322
PF3D7_0729800	0	0	0	0
PF3D7_1355900	239	191	350	392
PF3D7_0627800	641	708	583	637
PF3D7_1372300	9	16	40	36
PF3D7_1253600	0	0	0	0
PF3D7_0301600	231	173	257	338
PF3D7_0106800	193	300	260	295
PF3D7_1222900	61	42	35	45
PF3D7_0205200	6	12	7	7
PF3D7_0826600	68	64	76	89
PF3D7_1413600	6	8	3	3
PF3D7_1324900	10073	10013	6232	6410
PF3D7_0324400	0	0	0	0
PF3D7_1214400	66	58	49	81
PF3D7_1348700	6	12	3	10
PF3D7_1149700	0	0	0	0
PF3D7_0825400	74	94	88	94
PF3D7_1410800	66	113	58	55
PF3D7_1244700	158	217	199	244
PF3D7_1456500	234	175	143	205
PF3D7_1118600	231	252	164	199
PF3D7_1201400	28	26	58	58
PF3D7_1472700	45	58	98	124
PF3D7_0109500	111	109	150	150
PF3D7_0607700	141	92	100	103
PF3D7_0402000	669	405	1385	1674
PF3D7_0824600	111	159	158	170
PF3D7_0609000	281	128	123	160
PF3D7_1334900	25	28	11	17
PF3D7_0725100	144	139	104	150
PF3D7_1476700	7	26	14	10
PF3D7_1148000	230	203	192	228
PF3D7_0516400	81	91	93	110
PF3D7_0406900	10	6	21	22
PF3D7_1432300	21	14	8	15
PF3D7_1360500	50	59	49	72
PF3D7_API06800	0	0	0	0
PF3D7_1224100	974	1272	1514	1814
PF3D7_1446500	194	99	132	190
PF3D7_0926500	102	66	176	219
PF3D7_1143000	74	82	52	69
PF3D7_0818300	5	8	3	2
PF3D7_0532300	498	182	984	1197
PF3D7_1217500	132	154	125	131
PF3D7_0930100	127	193	138	195
PF3D7_1027400	185	230	248	222
PF3D7_1473700	7	4	227	339
PF3D7_1317300	300	233	219	258
PF3D7_0729100	76	59	124	165
PF3D7_1146500	1	1	1	3
PF3D7_0312300	219	209	110	142
PF3D7_0516800	452	354	804	908
PF3D7_1231500	65	77	84	100
PF3D7_1308000	175	125	105	152
PF3D7_0107400	108	181	120	106
PF3D7_0818500	453	577	756	771
PF3D7_0621900	459	314	201	241
PF3D7_1429600	60	64	41	60
PF3D7_1131200	58	114	37	37
PF3D7_1128200	146	240	241	229
PF3D7_0602400	173	176	197	255
PF3D7_0603500	227	307	493	457
PF3D7_0805200	16	31	95	84
PF3D7_0519100	105	105	129	112
PF3D7_0603300	253	199	112	126
PF3D7_1454300	8	3	3	7
PF3D7_1011900	249	380	394	405
PF3D7_1205200	8	13	11	14
PF3D7_1149800	0	0	0	1
PF3D7_1017700	11	27	34	33
PF3D7_1318100	138	157	154	134
malmito_rna_1	2	3	0	1
PF3D7_0625800	30	38	38	58
PF3D7_1360700	366	354	289	308
PF3D7_1328700	6	26	6	3
PF3D7_1322100	122	76	143	189
PF3D7_1311700	127	151	170	199
PF3D7_1032300	63	53	57	58
PF3D7_1225200	186	170	127	169
PF3D7_1400300	0	0	0	0
PF3D7_1468300	4	7	8	8
PF3D7_1328000	181	149	122	125
PF3D7_0618500	188	276	387	368
PF3D7_0318500	27	22	19	15
PF3D7_1240000	24	24	26	26
PF3D7_1356600	56	74	141	186
PF3D7_1344200	639	739	679	793
PF3D7_1108500	629	766	616	576
PF3D7_0616600	107	140	86	105
PF3D7_0203100	10	9	39	41
PF3D7_0625900	8	8	5	13
PF3D7_1005300	4	6	0	5
PF3D7_1428200	123	146	101	123
PF3D7_0101600	0	0	2	1
PF3D7_0200600	1	0	0	0
PF3D7_1204500	203	301	107	126
PF3D7_0413500	469	684	536	448
PF3D7_1419300	245	204	184	273
PF3D7_0909500	29	30	38	38
PF3D7_0829300	144	154	128	137
PF3D7_0505500	825	866	758	908
PF3D7_1248300	47	69	31	29
PF3D7_0819400	0	4	1	1
PF3D7_0515600	11	23	19	29
PF3D7_1460000	0	2	1	2
PF3D7_1112000	132	128	86	98
PF3D7_1145200	197	192	146	169
PF3D7_0624400	90	140	183	267
PF3D7_1456600	36	42	55	52
PF3D7_1424900	0	1	0	0
PF3D7_1334600	72	86	62	86
PF3D7_0833500	2	1	1	0
PF3D7_1439700	334	372	344	429
PF3D7_1129900	192	260	265	251
PF3D7_1123700	158	196	131	118
PF3D7_1034300	0	8	8	11
PF3D7_1411000	21	12	40	55
PF3D7_0402700	1	2	1	2
PF3D7_1136000	123	98	174	175
PF3D7_0322700	108	69	33	51
PF3D7_0101900	0	0	0	0
PF3D7_1357800	1215	1209	913	1091
PF3D7_0629200	692	859	1141	1296
PF3D7_0221100	3	0	0	0
PF3D7_1356900	304	441	264	292
PF3D7_1221600	68	90	67	78
PF3D7_1210400	121	122	233	247
PF3D7_0829900	589	686	970	1221
PF3D7_1009700	112	132	70	78
PF3D7_1241900	130	108	212	338
PF3D7_1333500	55	51	35	34
PF3D7_0809900	73	69	203	252
PF3D7_1025300	25	32	18	32
PF3D7_1112900	7	9	1	2
PF3D7_1426100	926	846	345	474
PF3D7_0915700	101	92	155	153
PF3D7_0902800	750	613	1174	1404
PF3D7_0203500	0	0	0	0
PF3D7_1363500	69	67	70	96
PF3D7_1248400	2	5	7	6
PF3D7_1220500	24	34	49	47
PF3D7_0318200	1885	1172	1057	1611
PF3D7_1132700	45	61	95	83
PF3D7_0100600	0	0	3	8
PF3D7_1349100	78	145	81	65
PF3D7_0934700	552	693	1315	1312
PF3D7_0400200	0	0	0	0
PF3D7_0404700	88	105	85	80
PF3D7_1455100	78	71	88	79
PF3D7_1433900	42	38	22	21
PF3D7_0509500	18	25	14	31
PF3D7_1208300	414	572	404	405
PF3D7_1111700	29	33	21	12
PF3D7_0905900	136	118	156	177
PF3D7_0602600	149	135	158	208
PF3D7_API04700	0	0	0	0
PF3D7_1247100	91	83	44	74
PF3D7_0612700	366	446	321	315
PF3D7_1450700	227	264	511	616
PF3D7_1323000	22	77	35	39
PF3D7_1134900	5	6	7	6
PF3D7_0114800	2	1	0	2
PF3D7_0730700	1	3	1	0
PF3D7_1239800	80	38	46	58
PF3D7_1118700	94	126	60	83
PF3D7_0502500	1	0	0	0
PF3D7_0513900	48	70	55	61
malmito_rna_20	0	0	0	0
PF3D7_0814400	46	55	46	58
PF3D7_0829000	98	90	121	158
PF3D7_1438100	610	737	677	812
PF3D7_0515500	34	35	22	19
PF3D7_1115100	27	49	20	16
PF3D7_1206400	4	1	0	0
PF3D7_0731600	2270	2051	3002	3917
PF3D7_0729600	157	129	178	194
PF3D7_1255100	0	0	0	3
PF3D7_0701400	0	0	0	2
PF3D7_1216800	2	2	0	4
PF3D7_API01300	0	0	0	0
PF3D7_1329700	3	9	10	12
PF3D7_1461400	29	46	112	119
PF3D7_1114100	330	499	742	739
PF3D7_1304700	32	65	69	59
PF3D7_0515800	86	112	75	69
PF3D7_1441800	126	164	114	136
PF3D7_0620500	96	75	80	102
PF3D7_1471100	3468	2755	2620	2887
PF3D7_0608310	92	59	39	46
PF3D7_0315300	20	24	24	26
PF3D7_0321000	121	168	295	320
PF3D7_1460200	68	85	68	92
PF3D7_1317500	41	57	13	18
PF3D7_0608300	61	50	26	49
PF3D7_1473000	0	0	1	0
PF3D7_1201900	113	150	110	134
PF3D7_1471700	1	2	2	4
PF3D7_0712300	2	0	5	2
PF3D7_0517500	4	5	30	28
PF3D7_0727300	126	134	204	193
PF3D7_1313100	2	0	6	6
PF3D7_1424400	3941	4138	1707	1651
PF3D7_0715200	185	154	228	317
PF3D7_0403700	249	228	370	424
PF3D7_1138800	138	144	136	176
PF3D7_0620900	0	0	0	4
PF3D7_0801400	0	1	1	2
PF3D7_1103100	2262	2278	1642	1641
PF3D7_1328500	188	197	507	591
PF3D7_0703800	3	0	6	6
PF3D7_1315300	61	74	87	97
PF3D7_0202000	0	0	0	0
PF3D7_0410200	0	0	0	0
PF3D7_1212400	63	76	102	141
PF3D7_0617500	3	1	2	0
PF3D7_0708800	2051	1725	2201	2323
PF3D7_0604300	206	237	204	222
PF3D7_1323400	2482	3093	1461	1622
PF3D7_1121700	115	107	205	231
PF3D7_1326200	94	138	79	70
PF3D7_1200500	0	0	0	0
PF3D7_1112100	211	240	207	302
PF3D7_1359900	46	49	94	105
PF3D7_1437200	1688	1781	1823	2041
PF3D7_1404300	0	3	35	39
PF3D7_0711700	1	2	1	6
PF3D7_0714900	0	0	0	0
PF3D7_1109800	0	0	0	0
PF3D7_0512200	102	75	100	136
PF3D7_1419800	343	405	459	456
PF3D7_0507700	305	270	199	227
PF3D7_1442800	4	2	0	2
PF3D7_1364500	87	72	68	113
PF3D7_0206800	588	473	396	379
PF3D7_0722500	169	230	302	337
PF3D7_1207300	3	2	1	2
PF3D7_0218600	280	176	249	320
PF3D7_0705500	386	308	298	410
PF3D7_1004500	42	17	55	47
PF3D7_0419500	60	54	36	50
PF3D7_1465400	48	85	24	43
PF3D7_0909400	386	327	419	489
PF3D7_0704400	132	115	93	152
PF3D7_0713800	89	100	61	78
PF3D7_1128900	117	106	95	112
PF3D7_1223700	2185	2571	1931	2027
PF3D7_0528000	280	352	156	153
PF3D7_1008500	100	100	178	222
PF3D7_1231800	113	65	109	154
PF3D7_0724200	110	137	85	101
PF3D7_0708300	69	57	139	170
PF3D7_1202000	25	18	32	48
PF3D7_0530200	209	249	203	191
PF3D7_0808200	38	79	134	125
PF3D7_1420200	56	58	49	78
PF3D7_1236700	238	306	289	367
PF3D7_0923100	7	9	8	9
PF3D7_0205900	2310	2601	1812	1897
PF3D7_1319400	744	811	815	1086
PF3D7_1435800	40	43	246	261
PF3D7_0209300	250	317	143	136
PF3D7_1355700	468	441	146	211
PF3D7_1468200	77	67	162	190
PF3D7_0918900	241	197	417	542
PF3D7_0713600	90	62	66	69
PF3D7_0101000	2	0	1	2
PF3D7_1200300	0	0	1	0
PF3D7_0913300	153	171	119	136
PF3D7_0619600	42	20	20	25
PF3D7_1371900	54	53	75	126
PF3D7_0216100	63	62	32	40
PF3D7_1455000	1	2	11	21
PF3D7_1147700	230	352	380	416
PF3D7_1143500	112	124	55	74
PF3D7_0831300	43	27	62	71
PF3D7_0418900	97	84	162	202
PF3D7_1227200	74	63	87	75
PF3D7_0100700	0	0	0	0
PF3D7_0315100	264	387	251	289
PF3D7_1010200	149	114	81	140
PF3D7_1008000	306	247	247	297
PF3D7_1367900	4	2	0	2
PF3D7_1039400	0	0	0	0
PF3D7_1138200	69	115	59	40
PF3D7_1406000	102	131	93	94
PF3D7_1022000	158	143	135	188
PF3D7_0923200	180	129	144	208
PF3D7_0522600	42	41	51	46
PF3D7_0726200	2	5	57	107
PF3D7_1213300	0	0	0	1
PF3D7_1303000	205	195	105	114
PF3D7_0626840	0	0	0	0
PF3D7_1414100	74	97	53	64
PF3D7_0817200	57	69	57	59
PF3D7_0719200	21	48	21	34
PF3D7_1328900	76	59	35	35
PF3D7_0412200	18	18	11	22
PF3D7_1433500	389	355	519	626
PF3D7_0113400	1	1	133	147
PF3D7_1241000	0	1	2	1
PF3D7_1331100	126	116	130	151
PF3D7_0314000	261	307	334	297
PF3D7_0613500	117	108	66	76
PF3D7_1005700	28	17	8	12
PF3D7_1228800	786	505	764	901
PF3D7_0708200	4	1	12	19
PF3D7_0222100	91	55	41	97
PF3D7_0318600	74	75	76	109
PF3D7_1014500	19	18	17	25
PF3D7_0923700	3	19	5	6
PF3D7_1420600	361	532	425	423
PF3D7_1226300	889	893	913	962
PF3D7_1357400	93	55	101	130
PF3D7_API02100	0	0	0	0
PF3D7_1120600	53	31	29	32
PF3D7_0203900	92	49	76	117
PF3D7_1338500	12	14	6	6
PF3D7_0105700	91	46	125	169
PF3D7_0530300	74	82	60	68
PF3D7_1009000	156	158	94	93
PF3D7_1114400	39	27	31	29
PF3D7_0309000	128	129	83	89
PF3D7_1313900	11	16	11	17
PF3D7_0729500	211	163	202	250
PF3D7_1222400	208	130	166	193
PF3D7_0515200	6	6	9	6
PF3D7_0510100	355	215	391	486
PF3D7_1022400	814	834	634	815
PF3D7_1139600	11	8	2	7
PF3D7_0213700	62	55	95	105
PF3D7_1443300	215	237	155	158
PF3D7_0308000	338	405	398	410
PF3D7_0503300	324	330	213	282
PF3D7_1220600	73	88	87	93
PF3D7_1466200	76	45	176	260
PF3D7_1311400	636	779	869	787
PF3D7_1465700	7	2	7	9
PF3D7_0416700	163	260	82	61
PF3D7_0805800	1	0	0	1
PF3D7_0520200	143	100	71	89
PF3D7_0924400	323	255	368	408
PF3D7_0516600	96	116	137	178
PF3D7_0215300	5	8	140	182
PF3D7_0305100	162	115	103	166
PF3D7_0314400	85	139	265	325
PF3D7_0729000	69	118	54	57
PF3D7_0518600	280	297	428	468
PF3D7_0800800	12	4	13	27
PF3D7_0813400	805	666	600	669
PF3D7_0414100	24	13	3	9
PF3D7_1332400	188	155	86	67
PF3D7_0114900	0	0	0	0
PF3D7_0209900	0	2	0	0
PF3D7_1467000	47	49	30	23
PF3D7_1462800	42634	34913	27022	28278
mal_rna_17	198	228	399	407
PF3D7_0408400	51	58	55	52
PF3D7_0323600	69	47	69	90
PF3D7_1452100	8	2	2	2
PF3D7_1001100	27	33	30	39
PF3D7_1206700	986	809	861	1098
PF3D7_0208800	58	101	55	57
PF3D7_1342700	57	103	83	85
PF3D7_1146100	5	16	6	6
PF3D7_1218100	4	6	21	16
PF3D7_0418400	63	97	52	45
PF3D7_1255200	10	6	3	0
PF3D7_1107500	87	118	130	130
PF3D7_1362600	7	19	15	15
PF3D7_0418500	186	208	198	228
PF3D7_0625100	6	16	1	2
PF3D7_1031500	370	481	326	406
PF3D7_1314300	133	99	87	107
PF3D7_1448200	1	12	1	5
PF3D7_0726300	22	40	34	29
PF3D7_1457400	78	48	52	72
PF3D7_1345900	263	331	226	257
PF3D7_0930600	121	80	103	117
PF3D7_0613300	42	36	15	31
PF3D7_1306000	25	19	18	30
PF3D7_1423100	39	53	41	60
PF3D7_1144100	118	189	73	80
PF3D7_0823700	79	108	52	54
PF3D7_0110100	82	66	108	115
PF3D7_0801700	283	264	327	399
PF3D7_0818600	38	97	175	175
PF3D7_1113200	83	145	36	36
PF3D7_0802100	189	158	304	388
PF3D7_0936500	0	0	0	0
PF3D7_0905700	214	328	250	216
PF3D7_0617800	462	635	1542	1716
PF3D7_0603900	14	8	12	6
PF3D7_1339700	205	189	239	265
PF3D7_0522000	150	151	165	156
PF3D7_0815600	859	900	742	820
PF3D7_0206300	112	65	253	311
PF3D7_1015500	40	36	39	44
PF3D7_1476100	3	1	4	2
PF3D7_1133700	72	57	382	524
PF3D7_0410100	0	0	1	0
PF3D7_1434300	952	709	1159	1594
malmito_rna_LSUG	2	8	3	2
PF3D7_1454600	100	150	217	253
PF3D7_1367700	456	334	305	396
PF3D7_0622500	46	63	73	92
PF3D7_1040400	1	0	0	0
PF3D7_1460300	733	934	406	439
PF3D7_1122900	4	8	11	7
PF3D7_1126800	9	11	13	13
malmito_rna_LSUC	0	0	0	0
PF3D7_1212800	179	206	292	302
PF3D7_1418000	306	439	482	502
PF3D7_1361100	1366	1532	1526	1655
PF3D7_0516100	105	96	45	38
PF3D7_1234600	162	117	76	72
PF3D7_1461600	318	297	623	710
PF3D7_0921000	415	395	214	250
PF3D7_1443500	66	58	46	68
PF3D7_0918300	499	586	276	299
PF3D7_0711100	23	57	53	56
PF3D7_0713700	253	377	215	266
PF3D7_1462900	29	40	24	26
PF3D7_0411400	92	72	53	91
PF3D7_0820200	282	244	309	322
PF3D7_1012000	427	516	558	545
PF3D7_API03000	0	0	0	0
PF3D7_1230500	75	26	28	35
PF3D7_1140400	202	235	326	284
PF3D7_0820300	94	94	94	109
PF3D7_1301000	0	0	0	0
PF3D7_0921700	221	313	315	332
PF3D7_1333800	205	223	173	215
PF3D7_1422500	97	121	88	71
PF3D7_0400700	0	0	0	0
PF3D7_0220700	16	13	29	40
PF3D7_1214900	471	742	354	376
PF3D7_0529100	34	41	18	12
PF3D7_0400300	0	1	0	1
PF3D7_0630700	14	29	31	39
PF3D7_0512700	358	345	155	142
PF3D7_1404800	76	37	201	284
PF3D7_1441300	29	23	9	13
PF3D7_1236200	60	61	484	674
PF3D7_1308400	229	126	151	187
PF3D7_1451000	43	41	161	167
PF3D7_1135100	233	319	532	591
PF3D7_1033900	194	224	334	293
PF3D7_0514000	15	57	28	33
PF3D7_1038000	3575	4502	2903	2904
PF3D7_1371200	0	0	0	0
PF3D7_1405000	102	159	97	103
PF3D7_0727400	1259	1807	955	884
PF3D7_0610200	235	187	280	312
PF3D7_0728800	182	153	127	159
PF3D7_0924700	160	171	243	246
PF3D7_0423800	46	42	84	81
PF3D7_0512450	0	1	0	0
PF3D7_0723200	4	14	6	4
PF3D7_1420000	697	679	831	983
PF3D7_1447000	3645	3261	2905	3051
PF3D7_1477800	1	2	17	22
PF3D7_1468400	37	39	65	81
PF3D7_1354100	8	7	15	20
PF3D7_0714400	47	24	11	14
PF3D7_0827200	5	6	8	10
PF3D7_1435900	49	53	11	18
PF3D7_0612900	663	634	588	619
PF3D7_1014000	34	14	16	17
PF3D7_0618700	128	97	38	61
PF3D7_0904200	6	8	11	14
PF3D7_0600900	0	0	0	0
PF3D7_1029900	689	867	769	766
PF3D7_1218400	778	1106	736	649
PF3D7_0418800	0	4	2	0
PF3D7_1251900	0	0	0	1
PF3D7_1447400	31	39	25	25
PF3D7_0424500	22	31	284	354
PF3D7_1423900	0	0	0	0
PF3D7_1216200	806	927	581	681
PF3D7_0931000	66	57	49	60
PF3D7_0730900	45	10	376	585
PF3D7_1405400	60	42	50	74
PF3D7_1347300	44	70	24	16
PF3D7_0704700	47	52	47	73
PF3D7_0815500	314	347	295	346
PF3D7_0905300	4	11	8	9
PF3D7_0619200	127	123	160	236
PF3D7_0811200	148	98	63	69
PF3D7_1363900	72	92	80	59
PF3D7_0709800	55	71	40	28
PF3D7_0405600	181	242	171	174
PF3D7_1015200	216	159	203	279
PF3D7_1036800	128	175	167	160
PF3D7_0707000	0	0	0	0
PF3D7_1248100	112	77	126	147
PF3D7_1466100	46	44	142	153
PF3D7_1309500	151	156	97	83
PF3D7_1415400	99	65	144	165
PF3D7_1037400	20	11	9	8
PF3D7_1001800	135	166	157	183
PF3D7_1125100	149	147	67	85
PF3D7_1109900	1034	1350	549	620
PF3D7_0926600	8	5	20	27
PF3D7_1219000	132	93	312	450
PF3D7_1150000	0	0	0	0
PF3D7_API04400	0	0	0	0
PF3D7_1350600	1	5	10	15
PF3D7_0424800	0	0	1	0
PF3D7_0622100	10	22	21	39
PF3D7_1401800	285	464	607	607
PF3D7_1233900	228	269	172	204
PF3D7_0411800	72	59	57	59
PF3D7_0820700	796	1005	740	796
PF3D7_0907500	40	40	28	20
PF3D7_0708900	65	78	84	82
PF3D7_0320800	357	386	882	904
PF3D7_0930400	129	166	90	135
PF3D7_0202800	48	35	30	36
PF3D7_0925400	42	59	213	261
PF3D7_0823800	173	149	106	117
PF3D7_1323100	1563	2095	943	990
PF3D7_1038400	5	1	5	11
PF3D7_1032700	136	120	282	339
PF3D7_0702600	0	8	2	6
PF3D7_0317100	8	36	8	13
PF3D7_1130100	1113	1232	481	530
PF3D7_1038100	45	35	17	29
PF3D7_1475600	156	164	142	182
PF3D7_1201200	27	17	114	142
PF3D7_1115800	65	82	691	720
PF3D7_1344900	123	92	132	184
PF3D7_1337400	152	100	51	85
PF3D7_1358600	10	14	13	10
PF3D7_1318800	1000	1058	1319	1463
PF3D7_1134600	20	12	115	121
PF3D7_1306900	182	194	212	244
PF3D7_0107200	131	182	111	128
